codigo,descricao,tamanho,valor,valor_promocao,quantidade
52177,CAMISOLA SONHO FELIZ PV M L INF,,7.99,,1
52443,SOUTIEN MAJU ALG LYCRA AD,,7.99,,1
52450,CALCINHA MAJU ALG LYCRA AD,,7.99,,1
52467,BABY LOOK MC JU SUPLEX SILK BANDEIR,,3.99,,1
52634,BORE KW90,,11.99,,1
52979,CAMISA TARDELLI TRICO M L AD,,9.99,,1
53013,BLUSA COFER FM ML AD,,2.99,,1
53037,BLUSAO MC JU PLUSH REF 90650,,15.99,,1
53563,TANGA MILENE MICROFIBRA AD,,4.99,,1
53693,CUECA DM COTTON BOXER VIES 6500,,8.99,,1
53709,CUECA DM MICROFIBRA BOXER AD,,11.99,,1
53761,CUECA JESS E JOYCE ALGODAO INF,,0.80,,1
54348,CALCA MONIA SARJA REF 102 CAPRI,,4.99,,1
54355,CALCA MONIA SARJA REF 406,,4.99,,1
54515,CALCA BIONEL JEANS REF 833 01 04,,4.99,,1
54829,SHORT KIKANA RIBANA DIVERSOS,,4.50,,1
54836,CAMISA PITOKINHO 04 12 DIVERSAS,,1.99,,1
55109,CALCINHA SENY COTTON INFANTIL VARIA,,1.80,,1
55116,SOUTIEN SENY COTTON ADULTO VARIADOS,,3.50,,1
55581,CALCA PERUSIN JEANS FEM C CINTO,,4.99,,1
55604,BLUSA ROVITEX REF 4018 DECOTE BOBO,,3.99,,1
55765,BLUSA MYSTIK RIBANA DIVERSAS AD,,4.99,,1
55802,SHORT IMPRESSO JEANS REF109 119 129,,4.99,,1
55871,BLUSA IMPRESSO SUPLEX C JEANS REF79,,4.99,,1
56106,CALCA FATAL KANVAS AD CARGO,,19.99,,1
56281,CAMISETA ALFA TRICOLINE 7611 PMG,,13.99,,1
56298,BLUSA ALFA TRICOLINE LYCRA REF 7613,,10.99,,1
56342,VESTIDO ALFA JEANS REF 7607 TOMARA,,4.99,,1
56366,BLUSA ALFA TRICOLINE CIGANA 9530 31,,9.99,,1
56380,CAMISA MANGA CURTA REF 33127 33128,,11.99,,1
56618,BLUSA SPITTER SUPLEX REF 528 ALCA,,9.99,,1
56649,FRONHA ALVINHA 850112 30X40 EST,,1.99,,1
56656,PROTETOR ALVINHA ALGODAO,,14.99,,1
56663,TRAVESSEIRO ALVINHA 851009 32X32,,3.99,,1
56694,COBERTOR ALVINHA 851045 90X110 EST,,15.99,,1
56786,SAIA LILAZ TULY REF 002 C BICO,,4.99,,1
56847,SHORT MALWEE REF 17964 04 08,,13.99,,1
57011,CAMISA MALWEE REF 17771 PMG,,26.99,,1
57400,CALCA NTS JEANS REF 871 CORDAO PERN,,4.99,,1
57462,CALCA NTS JEANS REF 834,,9.99,,1
57523,CALCA FATAL KANVAS AD V BERMUDA,,47.99,,1
57608,VESTIDO AVESSO LIGANETE,,4.99,,1
57684,CALCA TOCAIA JEANS REF 456 10 16,,4.99,,1
57714,CALCA JEEZ USED B LARGA E DESTROYER,,4.99,,1
58001,PAGAO DOCES SONHOS MALHA CABIDE,,4.99,,1
58018,MACACAO FEROZ MALHA REF 001 REGATA,,8.99,,1
58025,MACACAO FEROZ MALHA REF 106,,2.99,,1
58032,MACACAO FEROZ PIQUET REF 107 CURTO,,3.99,,1
58049,MACACAO FEROZ ESPONJA REF 104 LONGO,,6.50,,1
58056,MACACAO FEROZ MALHA REF 101 LONGO,,6.50,,1
58063,CONJUNTO FEROZ MALHA REF 150 MIJAO,,6.99,,1
58070,CONJUNTO FEROZ MALHA REF 122 SHORT,,6.99,,1
58117,CAMISA FEROZ MALHA REF 087 088 PMG,,0.99,,1
58131,BERMUDA OCEAN MICROFIBRA SURF AD,,4.99,,1
58155,BERMUDA LIFTY COST MICROFIBRA AD,,4.99,,1
58179,BLUSA IZABELA BRUNA HELANCA REF 012,,4.99,,1
58186,BLUSA IZABELA BRUNA HELANCA REF 015,,4.99,,1
58278,CALCA MONIA BRIM PELET REF 563 541,,4.99,,1
59800,BLUSA ESTRELINHA DE OURO SUPLEX INF,,4.99,,1
59954,BERMUDA BIG ROCK TACTEL AD DIVERSAS,,4.99,,1
59961,BERMUDA BIG ROCK KANVAS EXTRA GRAND,,34.99,,1
59978,BERMUDA BIG ROCK TACTEL JUV DIVERSA,,4.99,,1
60141,CALCA MODA ATIVA JEANS 41A310302 F,,4.99,,1
60189,CALCA MODA ATIVA POLICEL 41A309102,,4.99,,1
60196,CALCINHA MILENE COLORS COTTON SILK,,3.50,,1
60202,CALCINHA MILENE LYCRA VARIADAS PMG,,3.99,,1
60219,CONJUNTO MILENE COTTON DIVERSOS,,8.99,,1
60264,BLUSA SULFABRIL JERSEY REF B2925 AD,,4.99,,1
60707,BABY LOOK ROVITEX RIBANA REF4529 AD,,9.99,,1
60875,REGATA ESTAGIO MALHA PMG,,3.99,,1
60912,CALCA CSA SOCIAL REF 400 555 700,,4.99,,1
60974,BLUSA KIKANA ANARUGA DIVERSAS AD,,3.99,,1
61001,CORSARIO MAR A DENTRO LYCRA PMG,,14.99,,1
61018,BERMUDA MAR A DENTRO LYCRA PMG,,4.99,,1
61049,BIQUINI REPUBLICA DO SOL BORDADO,,4.99,,1
61056,BIQUINI REPUBLICA DO SOL DIVERSOS,,4.99,,1
61087,CALCA TRAYMON OXFORD REF 1155,,4.99,,1
61094,CALCA TRAYMON MICROFIBRA REF 1348,,4.99,,1
61100,CALCA TRAYMON OXFORD REF 4160,,4.99,,1
61148,CALCA VGA SARJA REF 2551,,4.99,,1
61469,BERMUDAO MONIA REF 550 538 MASC,,26.99,,1
61476,BERMUDAO MONIA REF 535 MASC,,28.99,,1
61483,SAIA MONIA KANVAS REF 568 119 427,,23.99,,1
61520,SHORT MONIA JEANS REF 560 565 FEM,,4.99,,1
61674,BLUSA LUZ E PAZ HELANCA REF 1658,,10.99,,1
61681,FRENTE UNICA IMPRESSO REF 1243 JEAN,,7.99,,1
61797,SHORT IMPRESSO JEANS REF 1710,,4.99,,1
61803,SHORT IMPRESSO JEANS REF 1446,,4.99,,1
61827,CALCA IMPRESSO JEANS REF 1820 CAPRI,,4.99,,1
61834,BERMUDA IMPRESSO JEANS REF 1741,,4.99,,1
62053,SAIA MALWEE REF 4965 10 16,,4.99,,1
62534,SOUTIEN SENY CETINETE REF 054,,7.99,,1
62541,BERMUDA FATAL SINTETICO JUV CARGO,,4.99,,1
62749,CALCA ROWERS 659 676 6147 15156 FEM,,19.99,,1
62848,CALCA PIERRE LEROC SARJA GIGANTE M,,7.99,,1
62923,CAMISA SOLETEX MALHA 04 08,,9.99,,1
62947,BERMUDA SOLETEX MOLETON INF 04 08,,4.99,,1
62954,BERMUDA SOLETEX MOLETON JUV 10 16,,4.99,,1
63074,CAMISA DISPLICENCIA 1008 POLO JUV,,10.99,,1
63371,COLETE TANDY BU REF 161 JEANS 06 16,,8.99,,1
63463,CALCA BIONEL JEANS REF 862 1 3 CAPR,,4.99,,1
63470,CALCA BIONEL JEANS REF 835 1 3 CAPR,,17.99,,1
63678,SUNGA VIA MAR 631 628 630 04 14,,7.99,,1
63685,BIQUINE VIA MAR 940 942 946 941 INF,,4.99,,1
63692,SUNGAO VIA MAR REF 627 AD,,7.99,,1
63708,SUNGA VIA MAR REF 626 625 AD,,12.99,,1
63715,MAIO VIA MAR REF 060-1 634 AD,,21.99,,1
63746,CALCA EMMES CORSARIO LYCRA REF 1377,,5.99,,1
63869,CAMISOLA KYOTO  028 029 031 AD,,13.99,,1
63890,FRENTE UNICA MARRIOT MUSSELIN 045,,4.99,,1
63944,CALCA MARRIOT OXFORD REF 420 CAPRI,,4.99,,1
63968,COLCHA TEKA SOLTEIRO MATELASSE CLAS,,4.99,,1
63975,COLCHA TEKA CASAL MATELASSE CLASSIC,,4.99,,1
64026,BLUSA ANA CAROL RIBANA DIVERSAS AD,,4.99,,1
64682,TOALHA TEKA ROSTO UNIQUE,,6.99,,1
64699,TOALHA TEKA BANHO UNIQUE,,15.99,,1
64828,TUNICA H E HELANCA AD DIVERSAS,,5.99,,1
64934,BERMUDA OCEANICA REF 012 BORDADA,,6.99,,1
64972,CALCA ALFANE MICROFIBRA AD SOCIAL,,4.99,,1
65115,BLUSA ESTRELA GUIA INF JUV,,4.99,,1
65153,CALCA MARRIOT OXFORD,,9.99,,1
65207,CAMISA MAC GIANT MODAL 05 06 ML,,24.99,,1
65399,BLUSA LILAZ SUPLEX POLIAMIDA PMG,,7.99,,1
65535,BIQUINE VIA MAR 38-8 23-7 20-7 22-6,,23.99,,1
65795,CALCA MALWEE UNISSEX 04 08,,0.99,,1
66068,SAIA XODO JEANS 1206 10 16 SILK BOR,,4.99,,1
66266,CALCA VIC LASS HELANCA PMG CAPRI,,9.99,,1
66327,SHORT D CHARM TACTEL AD FEM,,4.99,,1
66433,CASACO MIROMA BOUCLE 4248 M L PMG,,8.99,,1
66440,BLUSA MIROMA BOUCLE 4242 4204 ROLE,,9.99,,1
66570,SHORT BIG ROCK BRIM FEM PMG,,5.99,,1
66662,BLUSA MARRIOT SUPLEX INF,,7.99,,1
66945,CAMISETA MALWEE REF 18485 10 16 ML,,16.99,,1
66952,BLUSA MALWEE REF 18400 10 16 ML,,9.99,,1
67225,MEIA IMB ESPORTIVA AD FEM,,1.99,,1
67256,CALCA FLUKE RING DIVERSAS MASC,,9.99,,1
67263,CALCA FLUKE JEANS DIVERSAS FEM,,4.99,,1
67287,PECAS DIVERSAS,,5.99,,1
67294,PECAS DIVERSAS,,3.99,,1
67379,CALCINHA DOCE FOLIA COTTON SILK AD,,3.50,,1
67386,CALCINHA MILENINHA COTTON SILK INF,,4.99,,1
67492,CALCA XODO JEANS REF 1296 1304 JUV,,4.99,,1
67539,PECAS DIVERSAS,,6.99,,1
67553,CAMISETA FINE MALHA 10 16,,4.99,,1
67577,CAMISA MAC GIANT FIO TINTO DELAV ML,,14.99,,1
67614,CAMISOLA SONHO FELIZ PV 586 ML INFA,,7.99,,1
67621,CAMISOLA SONHO FELIZ PV 024 C M AD,,9.99,,1
67669,CAMISAO FLUKE SINTETICO PMG,,18.99,,1
67690,VESTIDO FLUKE JEANS PMG,,18.99,,1
67805,CALCA ROUVAPLAS BRIM FEM,,4.99,,1
67843,BLUSA KARANA SUPLEX C JEANS 185 190,,4.99,,1
67867,BLUSA KARANA SUPLEX 01-11-123 102,,4.99,,1
67874,BLUSA PATTY SUPLEX DIVERSAS,,4.99,,1
68017,BLUSA CAMBIO M L DIVERSAS,,6.99,,1
68062,BLUSA MARRIOT SLINK 230 BOCA SINO,,4.99,,1
68093,MINI BOLSA SIAMAR REF 014 BOTAO,,12.99,,1
68116,EDREDON SIAMAR REF 033 BORDADO,,30.99,,1
68321,CALCA SCUZI MOLETON 10 14 FEM,,2.99,,1
68369,CONJUNTO GRAFF MOLETON 707 709 INF,,4.99,,1
68376,CONJUNTO GRAFF MOLETON 360 361 JUV,,10.99,,1
68383,CALCA GRAFF MOLETON 04A08 DIVERSAS,,9.99,,1
68390,CALCA GRAFF MOLETON 50-49 10A14,,9.99,,1
68413,BLUSAO FINE MOLETON BORDADO AD MASC,,9.99,,1
68420,BLUSAO FINE MOLETON BORDADO 10 16,,9.99,,1
68437,BLUSAO FINE MOLETON SILK 10 16,,1.99,,1
68451,CONJUNTO PITOKINHO RIBANA M L 04 08,,0.99,,1
68468,CONJUNTO SOLINHO MOLETON 01 03 ML,,4.99,,1
68475,CONJUNTO SOLETEX MOLETON 04 08 MASC,,9.99,,1
68482,CONJUNTO SOLETEX MOLETON 10 14 MASC,,1.99,,1
68499,CONJUNTO SOLETEX MOLETON 04 08 FEM,,4.99,,1
68505,CONJUNTO SOLETEX MOLETON 10 14 FEM,,4.99,,1
68604,CAMISA POKOTINHA 105 100 AD ML POLO,,4.99,,1
68611,CAMISA POKOTINHA 110 115 AD ML G V,,7.99,,1
68659,BLUSA DSW RIBANA 10 14 ML,,3.50,,1
68673,CALCA TRAYMON SINTETICO REF 1364,,4.99,,1
68819,CALCA IMPRESSO JEANS 0021 C MUSSELI,,4.99,,1
68871,CAMISA FLUKE MASC VARIADAS,,7.99,,1
69151,BLUSAO MALWEE REF 18185 10 16,,4.99,,1
69298,BLUSA LILAZ HELANCA 04 16 M L,,4.99,,1
69311,BLUSA LILAZ MICROTULY REF 016,,10.99,,1
69410,CAMISETE ALFA TRICOLINE 1035 9884,,12.99,,1
69557,CALCA PERUSIN SARJA FEM,,9.99,,1
69564,CALCA PERUSIN SPORT FINO,,4.99,,1
69830,BLUSA RECHSUL 1329 2239 2219 2217AD,,1.99,,1
69939,CAMISA RECHSUL 2260 02 08,,4.99,,1
69953,CALCA RECHSUL MOLETON 04 08 DIVERSA,,2.99,,1
70027,BLUSAO ROVITEX REF 4530 10 16 MASC,,14.99,,1
70089,BLUSAO POWERPUFF REF 88628 10 16 FE,,9.99,,1
70362,BERMUDA KAZZE ST NOWORD S AD MASC,,16.99,,1
70577,CONJUNTO PAGAO DOCES SONHOS MALHA 3,,3.99,,1
70591,CALCA TRAYMON OXFORD REF 4131 SOCIA,,4.99,,1
70713,CALCA RECHSUL MOLETON 10 14 DIVERSA,,1.99,,1
70768,JAQUETA DAISY NAPA AD FEM,,4.99,,1
70836,BLUSA MC JU REF 66180 ML AD,,12.99,,1
71024,CAMISA MX72 CREPE ML,,24.99,,1
71031,CALCA PIEMONT SARJA 23401 AD MASC,,4.99,,1
71062,CALCA PIEMONT JEANS 21A102 AD MASC,,29.99,,1
71116,CALCA M ATIVA JEANS 41A110103 FEM,,9.99,,1
71123,CALCA M ATIVA JEANS 41A112303 FEM,,4.99,,1
71147,CALCA M ATIVA JEANS 41A101103 FEM,,19.99,,1
71154,CUECA BACKBOY ALG AD,,1.99,,1
71161,CUECA BACK ALG INF,,0.99,,1
71550,CALCA TRAYMON MICROFIBRA REF 4586,,4.99,,1
71574,CALCA TRAYMON OXFORD REF 4180,,4.99,,1
71956,BODY MALWEE REF 18726 10 16,,7.99,,1
72229,CALCA PERUSIM RING 718 740 FEM LAP,,4.99,,1
72267,CALCA ROWERS 124 13107 1158 6172FEM,,19.99,,1
72274,CALCA ROWERS 9166 109 FEM,,4.99,,1
72335,BLUSAS DIVERSAS,,5.99,,1
72687,CAMISETA TWIG PV PMG,,4.99,,1
74216,BLUSA ALVORADA LINHA 010 INF BORDAD,,10.99,,1
74407,MOCASSIM FACCIROLLI SINT DIVERSOS,,14.99,,1
74674,REGATA SCUZI MALHA 7978 PMG FRONTAL,,5.99,,1
74698,CAMISA PEOPLE TREE BROTHER 02 04,,4.99,,1
74742,CAMISA MAC GIANT DRY DIVERSAS GOLAV,,14.99,,1
74810,TANGA DOCE FOLIA HELANCA C LYCRA AD,,1.99,,1
74827,CUECA LUGG ALG PMG ELASTICO,,2.50,,1
74841,CUECA LUGG ALG PMG AD,,1.50,,1
74957,CALCA PERUSIN 714 712 FEM,,4.99,,1
75015,CALCA ROWER S 2167 6172 3107 1459 F,,4.99,,1
75039,CAMISETA GRAFIC MALHA VARIADAS AD,,8.99,,1
75077,CUECA SEA CAWBOY KIT C 3 UND,,5.99,,1
75114,CALCA WILDE TACTEL INF,,4.99,,1
75121,SHORT CLAMBER TACTEL 10758 AD,,10.99,,1
75169,BERMUDA BLUE BAY MICROFIBRA CAPRI,,4.99,,1
75176,CALCA PROXY MICROFIBRA 178J B CAPRI,,4.99,,1
75183,CAMISA ICE3 MAN MICROFIBRA 02 05 AD,,24.99,,1
75299,CAMISETA ROTA DO MAR DIVERSAS REGAT,,4.99,,1
75374,BABY LOOK MIDDYA MALHA 0385 386 AD,,6.99,,1
75510,CALCINHA LA DONNA LYCRA VARIADA AD,,2.20,,1
75718,SHORT PITOKINHO RIBANA 3012 3013 JU,,3.50,,1
75725,SHORT KIKANA RIBANA 04 08 DIVERSOS,,4.99,,1
75879,CUECA MASH ALG 7358 AD,,5.99,,1
75886,CUECA MASH ALG 7450 AD,,5.99,,1
75893,CUECA MASH ALG 7500 AD,,3.50,,1
75916,CUECA MASH ALG 7458 AD,,4.50,,1
76067,CALCA COKILAGE SARJA 20010 MASC,,4.99,,1
76265,CALCA Q ESTILO 883 AD FEM,,4.99,,1
76401,CAMISA BGO SINTETICA 3119 AD,,19.99,,1
76630,SAIA TOCAIA JEANS 509 06 14 C LEGUE,,4.99,,1
76647,CALCA TOCAIA JEANS 530 10 16 V CAPR,,4.99,,1
76753,CALCA OCEANA 9371 9337 AD CAPRI,,5.99,,1
76883,SAIA TANDY BEE JEANS 269 10 16,,22.99,,1
76937,SHORT TANDY BEE JEANS 264 06 16,,4.99,,1
77095,BABY LOOK LILAZ SUPLEX DIVERSAS AD,,10.99,,1
77286,CALCA GUP S JEANS DIVERSAS,,4.99,,1
77422,CALCA MARITIMA KANVAS 038 AD,,4.99,,1
77439,BLUSA LIVRE COR RIBANA DIVERSAS AD,,1.99,,1
77453,BERMUDA GRAFF MOLETON 414 04 14,,2.99,,1
77521,BABY LOOK JAKI RIBANA 111 04 08 FRU,,2.50,,1
77569,REGATA JAKI RIBANA 310 10 14 FEM,,1.99,,1
77613,CAMISETA FATAL MALHA AD,,7.99,,1
77620,BERMUDA FATAL KANVAS 10 16,,32.99,,1
77637,BLUSAS ZEND S DIVERSAS AD MODINHA,,7.99,,1
77712,CALCA MEGA MEGA JEANS 099 04 08 FEM,,4.99,,1
77811,SAIA MARRIOT HELANCA INF CORRENTE,,4.99,,1
77842,CALCA AKTOO S 2529 6193 2361 MASC,,9.99,,1
77927,CALCINHA TANGA EDEVANE COTTON 4  AD,,1.99,,1
78092,CALCA BEM BOLADO 329 312 190 CAPRI,,4.99,,1
78214,CALCA LONGWALK 9063 AD,,4.99,,1
78337,JOGO CAMA TEKA CASAL FLORENCA ALG,,39.99,,1
78344,JOGO CAMA TEKA SOLT FLORENCA ALG,,9.99,,1
78603,SAIA MARRIOT AD HELANCA REF 076,,9.99,,1
78740,BIQUINI CIA DO SOL 034 036 037-4 AD,,22.99,,1
78757,BIQUINI CIA DO SOL LYCRA REF0206,,22.99,,1
78764,BLUSA KW90 SUPLEX JUVENIL 2003,,14.99,,1
78795,CAMISETA FINE 10 16,,4.99,,1
78856,CALCA SOCIAL WOLENS FANTASIA 36-52,,4.99,,1
78917,SHORT BIG ROCK BRIM 413 415 414 FEM,,9.99,,1
78924,BERMUDA BIG ROCK TACTEL 417 419 FEM,,4.99,,1
78931,BERMUDA BIG ROCK BRIM 416 418 FEM,,4.99,,1
78948,SAIA BIG ROCK BRIM 399 401 396 397,,4.99,,1
78962,CALCA MARRIOT OXFORD REF 792 793 AD,,4.99,,1
78986,BLUSA MARRIOT JUV HELANCA 4 MOD,,4.99,,1
79181,BLUSA LINHART LINHA GOLA 105 6 3 9,,18.99,,1
79600,CAMISA LUNENDER MALHA REF 2131 4 10,,10.99,,1
79648,CAMISETA LUNENDER DRYLIGHT 5354 AD,,4.99,,1
79914,CALCINHA MILENE MICROFIBRA BIU CARA,,3.50,,1
79938,BLUSA KW90 SUPLEX REF 215 02 LANTEJ,,4.99,,1
79990,PIJAMA SONHO FELIZ 233 237 238 PESC,,13.99,,1
80002,BABY DOOL SONHO FELIZ 129 126 100 A,,11.99,,1
80026,CAMISOLA SONHO FELIZ 010 046 SILK A,,11.99,,1
80064,SHORT STOJO KANVAS PMG FEM,,6.99,,1
80262,SHORT MANIA PRAIA 17210 AD DETALHE,,4.99,,1
80286,BERMUDA MANIA PRAIA 1703 AD LISA,,13.99,,1
80507,SAIA BIMBUS JEANS 322 10 16,,4.99,,1
81115,CAMISETA KAORY MALHA DIVERSAS 04 14,,3.50,,1
81252,CAMISETA FINE MALHA TRANSFER SURF,,6.50,,1
81269,REGATA FINE MALHA BORDADA AD,,4.99,,1
81382,CHINELO RIDER 10006 INF,,8.99,,1
81719,BIQUINI VIA MAR LYCRA 046-9 PMG,,4.99,,1
81740,BIQUINI VIA MAR LYCRA 944 08 12,,4.99,,1
81771,BIQUINI MANIA PRAIA REF 1569 PMG,,4.99,,1
81788,BIQUINI MANIA PRAIA REF 1503 PMG,,4.99,,1
81962,SAIA SHORT JEANS DIVERSOS,,9.99,,1
81979,CAMISA SOLETEX 04 08 POLO,,4.99,,1
81993,REGATA SOLETEX 04 08,,4.99,,1
82006,REGATA SOLETEX 10 14,,4.99,,1
82013,CONJUNTO SOLETEX MALHA 10 14,,4.99,,1
82037,CONJUNTO SOLETEX MALHA 04 08 POLO,,4.99,,1
82044,CONJUNTO SOLETEX MALHA 10 14 POLO,,16.99,,1
82051,CONJUNTO SOLETEX MALHA 01 03 DIVERS,,4.99,,1
82136,BERMUDA JAKIMALHAS REF 294 JUV,,4.99,,1
82143,CONJUNTO CLEOMARA BEBE 01 03,,4.99,,1
82150,CONJUNTO CLEOMARA 04 08 REGATA,,4.99,,1
82181,CALCINHA PIETRO POLIAMIDA PMG SILK,,0.99,,1
82242,CALCA PERUSIM REF 150 RING TRADICIO,,19.99,,1
82259,CALCA PERUSIM REF 790 789 RING CAPR,,7.99,,1
82327,BABYLOOK BUZINA LIMT REF270 271 250,,2.99,,1
82341,BABY LOOK BUZINA LIMITADA REF 259 E,,3.99,,1
82358,BABY LOOK BUZINA LIMIT REF 262 258,,2.99,,1
82365,BABY LOOK BUZINA LIMIT 247 PIQUET,,5.99,,1
82372,BABY LOOK BUZINA LIMIT 273 TELA TRA,,2.99,,1
82389,BABY LOOK BUZINA LIMIT 261 APLI ELA,,4.99,,1
82426,VESTIDO BRONZIN PV 009 006 007 PMG,,7.99,,1
82433,TUNICA BRONZIN PV 004 02 01 MM REG,,4.99,,1
82440,REGATA BRONZIN PV REF 002 PMG MM,,4.99,,1
82464,BERMUDA BRONZIN PV REF 005 PMG EST,,4.99,,1
82716,CAMISETA SUED MALHA VARIADAS PMG,,4.99,,1
82884,BERMUDA BALLYZE JEANS ADULTO,,4.99,,1
83102,MACACAO CLUBINHO MALHA 8012 8008 PM,,9.99,,1
83133,MACACAO CLUBINHO MALHA 8016 CURTO,,10.99,,1
83140,MACACAO CLUBINHO LONGO 8000 2 3 5 6,,11.99,,1
83195,SHORT PROXY TACTEL SURF FEM ADULTO,,9.99,,1
83225,BERMUDA BLUEBAY MICROFIBRA SURF JUV,,4.99,,1
83416,CALCA PERUSIM RING 867 ADULTO MASC,,9.99,,1
83485,TOALHA FEROZ BEBE ESPONJA 113 1689,,4.99,,1
83492,TOALHA FEROZ BEBE ESPONJA 114,,4.99,,1
83508,CONJUNTO PAGAO DOCES SONHOS MALHA,,3.99,,1
83584,BERMUDA INNOVA CETINETE 3404 42 50,,22.99,,1
83591,CINTURITA INNOVA 3405 3407 40A50,,99.99,,1
83607,CINTA INNOVA CETINETE 1409 42 50,,13.99,,1
83614,CINTA INNOVA CETINETE 1408 42 50,,12.99,,1
83621,CALCINHA TANGA INNOVA LYCRA PMG AD,,7.99,,1
83638,SOUTIEN INNOVA LYCRA 87 86 77 RENDA,,9.99,,1
83669,CINTA CALCA INNOVA CETINETE 1406 RE,,19.99,,1
83676,CALCINHA TANGA DELLA SPIGA TACTEL S,,2.99,,1
83690,TANGA CURVA INTIMA COTTON VARIADAS,,2.99,,1
83867,SAIA MIMIC S JEANS ADULTO 101 2 3,,4.99,,1
83874,CALCA BIG ROCK KANVAS 360 CAPRI PMG,,4.99,,1
83881,CALCA MIMIC S JEANS CAPRI PMG ADULT,,4.99,,1
83966,MEIA SAPATILHA DOM MARCO 159 MASC,,2.50,,1
84000,KIT MONACO CASAL GORGURINHO 9 PCS,,106.99,,1
84123,KIT MARGARIDA SOLTEIRO GORGUR 4PCS,,4.99,,1
84376,SHORT MONIA KANVAS REF 714 PIJAMA,,4.99,,1
84383,BERMUDA MONIA KANVAS REF 689,,4.99,,1
84390,SAIA MONIA KANVAS REF 927 BORD CINT,,4.99,,1
84444,BLUSA MALLINUS CHIFON 9816 PMG,,15.99,,1
84482,VESTIDO MALLINUS CHIFON 9855 PMG,,4.99,,1
84505,CALCA MALLINUS OXFORD 59505 AD,,4.99,,1
84543,BLUSA MALLINUS CHIFON 9948 PMG,,7.99,,1
84581,BABY LOOK MALLINUS SUPLEX 58195 PMG,,11.99,,1
84628,SAIA TOCAIA JEANS 523 544 06 16,,4.99,,1
85182,REGATA MALWEE REF 19498 04 08,,4.99,,1
85670,SHORT VIA MUNDO JEANS INF,,9.99,,1
85786,SAIA LILAZ MICROTULY 5205 RABOPEIXE,,4.99,,1
85830,CAMISETE KW90 TELA 22901,,4.99,,1
85892,MODINHA DIVERSIFICADAS,,2.99,,1
86424,BLUSA TANGRAM AMINI VISCOLYCRA AD,,4.99,,1
86431,BLUSA TANGRAM JUVNIL DIVERSAS,,4.99,,1
86448,CUECA LUGG ALG KIT,,5.99,,1
86530,REGATA NICOBOCO 10455 10426,,21.99,,1
86639,BERMUDA EMMES LYCRA 70100 70103 102,,9.99,,1
86653,BLUSA CHOCOLEITE 156 201 259 285,,13.99,,1
86974,BATA MARRIOT 011 ADIDAS GESTANTE,,9.99,,1
87001,CALCA TRAYMON OXFORD 9020 CASUAL,,4.99,,1
87018,CALCA TRAYMON OXFORD 4140 CASUAL,,4.99,,1
87025,CALCA VGA SARJA 2146,,33.99,,1
87032,CALCA TRAYMON POLIESTER 4501,,4.99,,1
87063,CALCA ROWERS S 11101 3131 4142 FEM,,4.99,,1
87148,CALCA HYSTERIA DIVERSAS PROMOCAO,,4.99,,1
87308,CORSARIO VIA MAR SUPLEX REF 544 AD,,17.99,,1
87315,BERMUDA VIA MAR SUPLEX REF 552 AD,,13.99,,1
87445,CALCA ALFANE TROPICAL AD,,4.99,,1
87537,CALCA ROWER S 9209 4151 9226 CAPRI,,4.99,,1
87568,CALCA ROWER S 6228 8220 3219 CAPRI,,4.99,,1
87957,TOP MALWEE REF 19693 PMG,,4.99,,1
87988,REGATA MALWEE REF 19720 10 16,,4.99,,1
88183,CALCA NOVO TEMPO 1138 FEM,,4.99,,1
88312,BERMUDAO BIMBUS SARJA 357 10 16,,4.99,,1
88329,CAMISA ZADAU PIQUET 260 PMG,,7.99,,1
88435,SHORT OCEANA 8154 8168 8146 8159 AD,,9.99,,1
88619,VESTIDO KW90 SUPLEX 234 AD,,4.99,,1
88626,VESTIDO KW90 LIGANETE 235 01 AD,,4.99,,1
88633,CALCA KW90 SUPLEX AD,,4.99,,1
88701,CALCA MONIA BRIM 750 CAPRI,,4.99,,1
88817,SHORT ROVITEX 2900 04 08 S PODEROSA,,4.99,,1
89043,CONJUNTO CAVE KIDS 7003 01 03,,4.99,,1
89081,MACACAO TRICK NICK 3057 PMG,,7.99,,1
89258,TOALHA MESA TEKA 140X140 NATALINA,,24.99,,1
89302,BLUSA CHOCOLEITE SUPLEX PROMOCAO,,4.99,,1
89371,CAMISA IAIA 23263 LISTRADA AD,,24.99,,1
89432,BLUSA NEOFOL SUPLEX 721222,,16.99,,1
89456,BLUSA NEOFOL SUPLEX 750340,,4.99,,1
89609,BLUSA CONTAGIE 1667 5303 AD,,8.99,,1
89777,CALCINHA FRI COUT COTTON AD,,0.99,,1
89784,BIQUINE VIA MAR 030 024 036 022-8,,22.99,,1
89791,BIQUINE VIA MAR 037 032 39 36-7 PMG,,24.99,,1
89807,BIQUINE VIA MAR 026-7 033-8 031-6,,23.99,,1
89814,BIQUINE VIA MAR 921 925 926 46 4A08,,14.99,,1
90032,BERMUDA MALWEE REF 19824 PMG,,4.99,,1
90216,KIT MEIA MAN CLUB 050 C ALTO MASC,,8.99,,1
90223,KIT MEIA PIMPOM 128 JUV,,5.99,,1
90254,BLUSA MARRIOT SUPLEX AD,,4.99,,1
90285,SHORT BIG ROCK TACTEL VARIADOS,,4.99,,1
90315,SHORT OCEANICA TARGUINADO PMG FEM,,7.99,,1
90674,BLUSA ERRE 5085 5360 5314 5064 467,,4.99,,1
