codigo,descricao,valor_promocao,loja
000000476690,CALCA MAX DENIM LYCRA 8066 08A16 M,4.99,16
000000476706,CALCA MAX DENIM SARJA 8065 08A16 M,4.99,16
000000476737,CALCA MAX DENIM SARJA 8074 08A16 M,4.99,16
000000476744,CALCA MAX DENIM LYCRA 9080 08A16 F,4.99,16
000000476751,CALCA MAX DENIM LYCRA 9082 08A16 F,4.99,16
000000476775,CALCA MAX DENIM LYCRA 9083 08A16 F,4.99,16
000000479141,BERMUDA GANGSTER MOLET 37140008 JUV,4.99,16
000000479516,BERMUDA GANGSTER JEANS 37070009 JUV,4.99,16
000000425902,BERMUDA TRANSITIVO JEANS 1002 10A16 LEGADO ZZ,4.99,16
000000474832,CALCA VILEJACK LYCRA 04A08 MASC DIV LEGADO ZZ,4.99,16
000000474856,CALCA VILEJACK SARJA 10A16 MASC DIV LEGADO ZZ,4.99,16
000000476782,CALCA MAX DENIM SARJA 9085 08A16 F LEGADO ZZ,4.99,16
000000479172,REGATA GANGSTER M M 33120004 10A16 LEGADO ZZ,4.99,16
000000483230,VESTIDO PETTI BOLI CETIN 2016 01A03 LEGADO ZZ,4.99,16
000000420792,CAMISA MX72 JEANS 17186 ML 04A16,4.99,16
000000446372,CAMISA TEODORO ALGODAO 10A14 MAS ML,4.99,16
000000465458,CALCA HELLO KITTY JEANS 87034 10A14,4.99,16
000000465540,VESTIDO HELLO KITTY TEC 87512 04A08,4.99,16
000000468763,VESTIDO ROVITEX MALHA 111140 12A16,4.99,16
000000474863,BERMUDA VILEJACK LYCRA 10A16 MASC D,4.99,16
000000474887,BERMUDA VILEJACK SARJA 04A08 MASC D,4.99,16
000000479455,CALCA GANGSTER JEANS 73050012 04A08,4.99,16
000000489379,CAMISA MX72 JEANS 17399 10A16 MC,4.99,16
000000457293,VESTIDO KELLY KETTY 80151 01A03 BOL,4.99,16
000000469326,VESTIDO PETTI BOLI CETIM 2018 04A12,4.99,16
000000404761,CAMISETA GANGSTER MM DIVERSAS 04A08,4.99,16
000000465977,VESTIDO HELLO KITTY COT 87575 01A03,4.99,16
000000474399,BERMUDA NELL ONDA MOLET 3248 04A08,4.99,16
000000479134,BERMUDA GANGSTER JEANS 95070007 4A8,4.99,16
000000480383,REGATA OVER CORE MM 33180020 10A16,4.99,16
000000480390,REGATA OVER CORE MM 33010277 10A16,4.99,16
000000447225,REGATA OVER CORE MM 33010274 JUV,4.99,16
000000467315,VESTIDO FAKINI MALHA 2638 04A10,4.99,16
000000482134,BABY LOOK COTTON CO2334 PMG FEM,4.99,16
000000488433,CAMISA DUZIZO M M 4417 POLO MASC,4.99,16
000000488501,CONJUNTO DUZIZO MM 4449 04A08 FEM,4.99,16
000000436007,CAMISETA GANGSTER MM 99030025 INF LEGADO ZZ,4.99,16
000000443494,CAMISETA FATAL MM 14112 10A16 LEGADO ZZ,4.99,16
000000443678,CAMISA MX72 17185 17188 PA JUV ML LEGADO ZZ,4.99,16
000000449595,SHORT CEREJA ROSA MOLETIM 76018 JUV LEGADO ZZ,4.99,16
000000452021,CALCA FIORUCCI SARJA JEANS 04A16 MA LEGADO ZZ,4.99,16
000000459112,CAMISETA LOCAL MALHA 17684 10A16 LEGADO ZZ,4.99,16
000000460491,VESTIDO ROVITEX RENDA 111046 04A08 LEGADO ZZ,4.99,16
000000465465,VESTIDO HELLO KITTY COT 87505 01A03 LEGADO ZZ,4.99,16
000000465489,VESTIDO HELLO KITTY MOL 87515 04A08 LEGADO ZZ,4.99,16
000000465786,CALCA HELLO KITTY JEANS 87034 04A08 LEGADO ZZ,4.99,16
000000470476,CALCA JEZZIAN JEANS MASC 10A16 SKIN LEGADO ZZ,4.99,16
000000471473,VESTIDO RALAKIDS MM 34177 04A08 EST LEGADO ZZ,4.99,16
000000472425,BLUSA MARLAN COTTON 44372 04A08 LEGADO ZZ,4.99,16
000000472555,REGATA MARLAN COTTON 54006 04A08 FE LEGADO ZZ,4.99,16
000000472890,BERMUDA SDA SARJA 1633 04A08 LEGADO ZZ,4.99,16
000000473095,CAMISETA ESTILO TROPICAL 17200 JUV LEGADO ZZ,4.99,16
000000473651,CAMISETA MOMENTUS MM 38123 10A16 LEGADO ZZ,4.99,16
000000473996,CAMISETA LOCAL MM 17850 10A16 LEGADO ZZ,4.99,16
000000475396,CAMISA MX72 MICRO 17398 JUV MASC MC LEGADO ZZ,4.99,16
000000476720,CALCA MAX DENIM SARJA 8071 08A16 M LEGADO ZZ,4.99,16
000000481625,VESTIDO TOP ORANGE VISC 3780 PMG LEGADO ZZ,4.99,16
000000490146,BERMUDA IKATEX MASC 04A08 DIVERSAS LEGADO ZZ,4.99,16
000000465960,VESTIDO HELLO KITTY COT 87575 04A08 LEGADO ZZ,4.99,16
000000471527,MACAQUINHO RALAKIDS MM 3305 04A08 LEGADO ZZ,4.99,16
000000482479,CONJUNTO POKOTINHA 3585 04A08 FEM LEGADO ZZ,9.99,16
000000516112,CAMISA MX72 ALG 18786 ABACAXI JUV LEGADO ZZ,9.99,16
000000491716,CALCA NELL ONDA MOLETOM 3353 JUVENI,9.99,16
000000491433,CALCA NELL ONDA MOLETOM 3323 INFANT,9.99,16
000000507769,SHORT BEBELO JEANS 640 POMPOM F JUV LEGADO ZZ,9.99,16
000000515856,VESTIDO PLAY GRAUND SPORT 3657 4A10 LEGADO ZZ,9.99,16
000000474818,CALCA VILEJACK LYCRA 04A08 FEM DIV,9.99,16
000000491402,CALCA NELL ONDA MOLETOM 3320 04A08,4.99,16
000000500197,CAMISA GANGSTER JEANS 76050005 4A8,4.99,16
000000516136,CAMISA MX72 ALG 18789 CAVEIRA JUV,4.99,16
000000455855,MACAQUINHO XICOTINHA JEANS INF,4.99,16
000000510493,CONJUNTO ALICE VISC 04A08 C SAIA DI,4.99,16
000000510608,SHORT THL BRIM 151 01A03 DIV,4.99,16
000000514170,CONJUNTO ROVITEX TEC 318472 04A08 F,4.99,16
000000514194,CONJUNTO ROVITEX TEC 318526 01A03 F,4.99,16
000000474849,CALCA VILEJACK SARJA 04A08 MASC DIV LEGADO ZZ,4.99,16
000000495479,CAMISETA DUZIZO MALHA DIV INF LEGADO ZZ,4.99,16
000000495493,CAMISETA DUZIZO ALGODAO DIVER INF LEGADO ZZ,4.99,16
000000495516,SHORT DUZIZO MOLET 5039 FEM INF LEGADO ZZ,4.99,16
000000495967,REGATA FAKINI MALHA 3516 12A18 MASC LEGADO ZZ,4.99,16
000000503365,CALCA VILEJACK SARJA 10A16 CARAM MA LEGADO ZZ,4.99,16
000000520102,CAMISETA NICOBOCO MM 112055 10A16 LEGADO P,4.99,16
000000412087,CALCA JYF JEANS 04A08 MASC,4.99,16
000000422918,CAMISETE SDA JEANS 1695 10A16 FEM,4.99,16
000000455862,VESTIDO XICOTINHA JEANS INF,4.99,16
000000472760,CALCA SDA JEANS DIVERSAS 10A16 FEM,4.99,16
000000493086,REGATA FAKINI MALHA 3247 04A10,4.99,16
000000498531,VESTIDO FAKINI MOLETON 1637 04A10,4.99,16
000000500098,CAMISETA GANGSTER MM 31510008 ML JV,4.99,16
000000501095,CONJUNTO MARLAN MOLT 22356 04A08,4.99,16
000000503686,CAMISETA RAGLAN M 7400 10A16 ML,4.99,16
000000504423,CONJUNTO BRINCAR E ARTE MOLET 3826,4.99,16
000000504935,CALCA JEZZIAN SARJA COLLOR M 10A16,4.99,16
000000504942,CALCA JEZZIAN JEANS BASICA M 10A16,4.99,16
000000505727,CALCA SDA SARJA 10A16 COLLOR MASC,4.99,16
000000507844,CALCA BEBELO 646 JEANS FEM 10A16,4.99,16
000000507868,CALCA BEBELO 695 JEANS FEM 10A16,4.99,16
000000508292,VESTIDO DUZIZO MALHA 4901 4A8 LONGO,4.99,16
000000514163,CAMISA ROVITEX TRIC 3087402 04A08 M,4.99,16
000000515719,VESTIDO QUEBRA CABECA SCUBA 1048 IN,4.99,16
000000515726,VESTIDO QUEBRA CABECA SCUBA 1028 IN,4.99,16
000000515788,CONJUNTO QUEBRA CABECA COT 1051 1A4,4.99,16
000000515849,VESTIDO PLAY GRAUND SPORT 3623 1A3,4.99,16
000000518499,CONJUNTO BEIJOKA COTTON 8513 04A08,4.99,16
000000520089,CAMISETA NICOBOCO MM 112050 10A16,4.99,16
000000518604,CONJUNTO KIKO MALHA 4863 01A03 FEM,4.99,16
000000317153,BERMUDA LA ONDA 1170 71 77 0998 1A3,4.99,16
000000323505,BLUSA FAKINI MALHA 3802 12A18,4.99,16
000000390118,VESTIDO TRIC NICK L608 01A14 VERAO,4.99,16
000000468695,CAMISETA ROVITEX MALHA 90068 10A16,4.99,16
000000482035,REGATA TIFA MALHA MM6393 MASC 10A14,4.99,16
000000482301,CAMISETA TIFA MALHA MM6401 10A16,4.99,16
000000492157,CAMISETA NELL ONDA 3423 ML JUVENIL,4.99,16
000000493956,CAMISA DUZIZO POA 4631 MAS POLO INF,4.99,16
000000495851,BERMUDA FAKINI MALHA 3765 12A18,4.99,16
000000495875,BERMUDA FAKINI MALHA 3683 04A10,4.99,16
000000495974,REGATA FAKINI MALHA 3685 04A10 MASC,4.99,16
000000495981,REGATA FAKINI MALHA 3687 04A10 MASC,4.99,16
000000496049,CAMISETA FAKINI MALHA 3512 04A10,4.99,16
000000500081,CAMISETA GANGSTER MM 31510014 ML JV,4.99,16
000000500111,CAMISETA GANGSTER MM 99170004 ML JV,4.99,16
000000500142,CAMISETA GANGSTER MM 31490003 MC JV,4.99,16
000000500906,CAMISETA OVERCORE MM 31180134 JUV,4.99,16
000000501101,CONJUNTO MARLAN MOLT 22381 01A03 MA,4.99,16
000000504355,BLUSA BRINCAR E ARTE COTTON 3866 IN,4.99,16
000000507257,BLUSA KELLY KETTY MOL 72008 PMG,4.99,16
000000507783,SHORT BEBELO SARJA 629 PRETO F JUV,4.99,16
000000508070,CONJUNTO DUZIZO MALHA 4805 PMG FEM,4.99,16
000000508261,REGATA DUZIZO MALHA 4835 PMG MASC,4.99,16
000000508568,CAMISETA KELLY KETTY MALH 29024 JUV,4.99,16
000000509435,BLUSA BEIJOKA COTTON 8328 10A14,4.99,16
000000509473,BLUSA BEIJOKA COTTON 8330 04A08 REG,4.99,16
000000509480,MACAQUINHO BEIJOKA COTTON 8336 04A8,4.99,16
000000509541,SAIA BEIJOKA COTTON 8409 10A14,4.99,16
000000509640,BLUSA GLOSS MALHA DIVERSAS JUV,4.99,16
000000509657,BLUSA GLOSS VISCO DIVERSAS JUV,4.99,16
000000509664,BLUSA GLOSS VISC DIVERSAS REG JUV,4.99,16
000000510707,VESTIDO MISS SS CROQ 0119 0120 4A10,4.99,16
000000511629,SAIA TIFA MOLETON MT6570 10A14,4.99,16
000000511636,VESTIDO TIFA COTTON 6565 SILK 10A14,4.99,16
000000513685,REGATA TIFA MALHA 6394 10A16 MASC,4.99,16
000000513715,CAMISETA TIFA MALHA MM6397 10A16,4.99,16
000000515382,CONJUNTO 1BIGO MALHA 2657 04A08 MAS,4.99,16
000000515467,VESTIDO FORFAN MALHA 6110 01A03,4.99,16
000000515566,REGATA FAKINI MALHA 3208 PMG MASC,4.99,16
000000518536,CAMISETA BEIJOKA MALHA 8545 01A03,4.99,16
000000518581,CONJUNTO KIKO MALHA 4971 04A10 MAS,4.99,16
000000518703,CAMISETA KIKO MALHA 4984 04A10,4.99,16
000000519731,CAMISETA ECKO MM E359A 10A16,4.99,16
000000519762,REGATA ECKO MM E373A 10A16,4.99,16
000000520065,CAMISETA NICOBOCO MM 111990 10A16,4.99,16
000000521024,CAMISETA LOCAL MM 17741 10A16 DIFER,4.99,16
000000521833,REGATA FBR MM 7713 10A16 MASC,4.99,16
000000375900,BERMUDA LA ONDA SARJA 10A16 COLLOR,4.99,16
000000511476,SHORT TIFA MOLETON 6586 C BOTAO PMG,4.99,16
000000317634,CAMISETA GANGSTER MM 10A16 DIVERSAS LEGADO ZZ,4.99,16
000000439381,BERMUDA VIA BOY 4CAB JUV ELAST 3BOL LEGADO ZZ,4.99,16
000000470254,BABY LOOK DUZIZO MALHA 4299 04A08 LEGADO ZZ,4.99,16
000000474474,REGATA NELL ONDA MM 3262 10A16 LEGADO ZZ,4.99,16
000000480222,CAMISETA OVER CORE MM 30011667 JUV LEGADO ZZ,4.99,16
000000483674,BLUSA E D VERTIDO COTTON 3321 01A03 LEGADO ZZ,4.99,16
000000487320,CAMISETA KAMYLUS MALHA 9075 12A18 LEGADO ZZ,4.99,16
000000496056,SHORT FAKINI MALHA 3704 12A18 FEM LEGADO ZZ,4.99,16
000000497572,CAMISETA KELLY KETTY MALHA 24277 IN LEGADO ZZ,4.99,16
000000498524,VESTIDO FAKINI MOLETON 1027 01A03 LEGADO ZZ,4.99,16
000000501248,VESTIDO MARLAN MALHA 25102 04A08 LEGADO ZZ,4.99,16
000000502191,CAMISETA LOCAL MM 96003 MASC INFANT LEGADO ZZ,4.99,16
000000506328,CAMISETA GANGSTER MM 86010369 04A08 LEGADO ZZ,4.99,16
000000507851,CALCA BEBELO JEANS 558 FEM 10A16 LEGADO ZZ,4.99,16
000000508094,CONJUNTO DUZIZO MALHA 4840 1A3 FEM LEGADO ZZ,4.99,16
000000508391,SHORT DUZIZO MALHA 4856 01A03 LEGADO ZZ,4.99,16
000000508582,CONJUNTO KELLY KETTY MALH 43000 1A3 LEGADO ZZ,4.99,16
000000508605,CONJUNTO KELLY KETTY MALH 45006 1A3 LEGADO ZZ,4.99,16
000000509671,BLUSA GLOSS TECI DIVERSAS JUV LEGADO ZZ,4.99,16
000000510790,MACAQUINHO MISS SS VISC 1278 10A14 LEGADO ZZ,4.99,16
000000514187,CONJUNTO ROVITEX TEC 318473 04A08 F LEGADO ZZ,4.99,16
000000514675,BLUSA KELY KETY MALHA 66055 12A18 LEGADO ZZ,4.99,16
000000514989,CONJUNTO KELY KETY MAL 50266 1A3 F LEGADO ZZ,4.99,16
000000515535,CONJUNTO FORFAN MALHA 6321 04A08 MA LEGADO ZZ,4.99,16
000000515702,VESTIDO QUEBRA CABECA CREPE 1000 MG LEGADO ZZ,4.99,16
000000515771,CONJUNTO QUEBRA CABECA COT 1015 1A4 LEGADO ZZ,4.99,16
000000516150,CAMISA MX72 FIO A FIO 18783 JUV ML LEGADO ZZ,4.99,16
000000516167,CAMISA MX72 ALG 18784 JUV ML ESTAMP LEGADO ZZ,4.99,16
000000516686,CAMISETA DUZIZO MALHA 5073 04A08 MA LEGADO ZZ,4.99,16
000000519489,VESTIDO POKOTINHA CHIFRON 4046 04A8 LEGADO ZZ,4.99,16
000000483896,CONJUNTO MARIA AMORA COT 3371 04A10 LEGADO ZZ,4.99,16
000000510783,VESTIDO MISS SS VISC 1281 10A14 LON LEGADO ZZ,4.99,16
000000545358,VESTIDO ROVITEX MALHA 119220 1A3,14.99,16
000000555722,VESTIDO KAMYLUS MALHA 9930 12A18 LEGADO ZZ,9.99,16
000000539340,SHORT DUZIZO INFANTIL LEGADO ZZ,9.99,16
000000535359,CALCA VILEJACK SARJA 10A16 CAQUI,9.99,16
000000545396,VESTIDO TRICNICK TULE 119221 1A3,9.99,16
000000510165,CALCA ANEX 210 JEANS 10A16 MASC,9.99,16
000000552417,CAMISA MX72 MISTO 19590 JUV MC LIST,9.99,16
000000552431,CAMISA MX72 ALG 19589 INF JUV MC,9.99,16
000000552448,CAMISA MX72 VISCOSE 19585 INF JUV,9.99,16
000000552486,CAMISA MX72 MISTO 19594 INF JUV ML,9.99,16
000000530811,CAMISETA ROVITEX MALHA 300943 4A10,9.99,16
000000544993,SHORT AYLAHT SARJA 2039 4A8 CINTO LEGADO ZZ,9.99,16
000000434980,CALCA LA ONDA SARJA DIV 10A16 MASC,9.99,16
000000535878,CAMISA MX72 MESCLA 19102 INF JUV ML,9.99,16
000000537742,CALCA BOB B JEANS 13064 1A3 FEM,9.99,16
000000537780,CALCA BOB B JEANS 14164 4A8 FEM,9.99,16
000000537803,CALCA BOB B JEANS 14091 4A8 FLEAR,9.99,16
000000537810,CALCA BOB B JEANS 15187 JUV FEM,9.99,16
000000537827,CALCA BOB B JEANS 15158 15157 JUV F,9.99,16
000000537872,CALCA BOB B JEANS 11134 4A8 MASC JO,9.99,16
000000539951,CALCA JEZZIAN JEANS 157544 JUV FLAI,9.99,16
000000545341,VESTIDO ROVITEX MALHA 119117 1A3,9.99,16
000000545372,VESTIDO TRICNICK CETIM 119230 4A10,9.99,16
000000545402,VESTIDO TRICNICK TULE 119231 4A10,9.99,16
000000552424,CAMISA MX72 FLAME 19587 INF JUV MC,9.99,16
000000557191,BERMUDA ECXO SARJA 10A16 CAMUFLADA,9.99,16
000000545952,VESTIDO TIFA VISCO VS3303 JUV LEGADO ZZ,9.99,16
000000553988,BERMUDA 1BIGO MOL 3805 10A14 TRICOL LEGADO ZZ,9.99,16
000000555739,VESTIDO KAMYLUS LESE 9936 12A18 LEGADO ZZ,9.99,16
000000531450,CALCA 1BIGO HELANCA 2783 4A8,7.99,16
000000535861,CAMISA MX72 MESCLA 19109 INF JUV ML,7.99,16
000000537834,CALCA BOB B JEANS 15183 JUV FEM,7.99,16
000000544214,CONJ DUZIZO CREPE 5415 4A8 PANTACUR,7.99,16
000000544351,MACAQUINHO DUZIZO CREPE 5444 10A16,7.99,16
000000545334,VESTIDO TRICNICK POPEL.318592 1A3,7.99,16
000000546904,REGATA GANGSTER MM 33040090 10A16,7.99,16
000000549295,SHORT BOB B JEANS 23343 10A16 FEM,7.99,16
000000550949,BERMUDA LA ONDA JEANS 1A3 MASC,7.99,16
000000556132,VESTIDO FAKINI MALHA 3827 12A18,7.99,16
000000532969,CAMISA BY FOR MEN TRIC DIV 4A16 ML,7.99,16
000000550925,BERMUDA EVALIN SARJA 173 10A16 LISO,7.99,16
000000555418,SHORT ROVITEX MOLET 614432 12A18,7.99,16
000000556088,VESTIDO BEIJINHO MALHA 8852 10A16,7.99,16
000000521048,CAMISETA LOCAL MM 17762 10A16 DIFER LEGADO ZZ,7.99,16
000000521697,CAMISETA FBR MM 7663 04A08 MASC LEGADO ZZ,7.99,16
000000525336,LEGGING DUZIZO MOLECOTTON 5111 5115 LEGADO ZZ,7.99,16
000000531054,CAMISETA FAKINI MALHA 1225 1A3 MASC LEGADO ZZ,7.99,16
000000541855,CONJUNTO KELY KETY MM 43275 1A3 FEM LEGADO ZZ,7.99,16
000000553919,BERMUDA 1BIGO MOL 1834 1A3 SILK DET LEGADO ZZ,7.99,16
000000556521,CAMISETA KELY KETY MM 51912 12A18 LEGADO ZZ,7.99,16
000000357418,BLUSA FAKINI MALHA 1077 4A10,4.99,16
000000474825,CALCA VILEJACK SARJA LYCR JUV PRETA,4.99,16
000000527750,CAMISETA DUZIZO MALHA 5258 JUV. ML,4.99,16
000000529372,BLUSA BEIJINHO VISCOLYCRA 8580 4A8,4.99,16
000000531078,CAMISETA FAKINI MALHA 1226 1A3 MASC,4.99,16
000000532952,CAMISA BY FOR MEN TRIC DIV 4A16,4.99,16
000000534451,BLUSA KELY KETY MALHA 60737 4A10 F,4.99,16
000000534499,BLUSA KELY KETY MALHA 60739 4A10 F,4.99,16
000000539791,BLUSA ROVITEX MM 614154 10A16 FEM,4.99,16
000000540414,BLUSA ROVITEX MALHA 111563 4A10 FEM,4.99,16
000000540926,SHORT ROVITEX MOLETINH 614163 JUV F,4.99,16
000000541701,BLUSA KELY KETY MM 43597 4A10 FEM,4.99,16
000000541848,CONJUNTO KELY KETY MM 43270 1A3 FEM,4.99,16
000000541879,VESTIDO KELY KETY MM 43590 4A10,4.99,16
000000542326,SHORT 1BIGO TACTEL 3779 10A14 MASC,4.99,16
000000542371,BERMUDA 1BIGO MOLETIN 2856 4A8 FOLH,4.99,16
000000542395,BERMUDA 1BIGO MOLETINHO 3776 JUV MA,4.99,16
000000543644,VESTIDO FORFAN MALHA 2170 1A3,4.99,16
000000543767,CONJUNTO FORFAN MALHA 2184 4A8 FEM,4.99,16
000000544177,CONJ DUZIZO MM TACTEL 5366 1A3 MASC,4.99,16
000000544184,CONJ DUZIZO MM TACTEL 5428 4A8 MASC,4.99,16
000000544306,REGATA DUZIZO COTTON 5410 4A8 FEM,4.99,16
000000544344,REGATA DUZIZO MALHA 5435 4A8 MASC,4.99,16
000000545655,CONJUNTO ROVITEX MM 318657 4A10 FEM,4.99,16
000000545662,CONJUNTO ROVITEX MM 318600 4A10 FEM,4.99,16
000000545679,CONJUNTO ROVITEX MM 318602 2A3 FEM,4.99,16
000000546003,CALCA RED CULT 4CABOS 93 10A16 LISA,4.99,16
000000546690,CAMISETA GANGSTER MALH 86010446 4A8,4.99,16
000000546935,REGATA GANGSTER MM 33040086 10A16,4.99,16
000000549257,SHORT BOB B JEANS 21451 2A3 FEM,4.99,16
000000549288,SHORT BOB B JEANS 23465 10A16 FEM,4.99,16
000000549363,BERMUDA BOB B JEANS 17305 4A8 MASC,4.99,16
000000549721,CAMISETA FATAL MM 19042 10A16 P2,4.99,16
000000550123,REGATA FATAL MM 17326 10A16,4.99,16
000000550864,BERMUDA EVALIN SARJA 032 4A8 COS RI,4.99,16
000000550871,BERMUDA EVALIN SARJA 172 4A8 LISA,4.99,16
000000551397,CAMISETA ALLFREE MM 71056 4A8,4.99,16
000000555043,CAMISETA ROVITEX MALHA 100996 4A10,4.99,16
000000555777,REGATA KAMYLUS MALHA 82166 1A3 MASC,4.99,16
000000556231,BLUSA FORFAN MALHA 3182 4A8 FEM,4.99,16
000000556378,REGATA FATAL MM 23996 10A16,4.99,16
000000544283,SHORT DUZIZO TACTEL 5409 4A8 FEM,4.99,16
000000550802,SHORT EVALIN JEANS 040 4A10 BAR VIR,4.99,16
000000550901,BERMUDA EVALIN SARJA 382 4A8 XADREZ,4.99,16
000000555760,REGATA KAMYLUS MALHA 11672 4A10 MAS,4.99,16
000000556347,SHORT FAKINI MALHA 3804 12A18 FEM,4.99,16
000000518475,VESTIDO BEIJOKA COTTON 8366 04A08 LEGADO ZZ,4.99,16
000000521819,REGATA FBR MM 7623 01A03 MASC LEGADO ZZ,4.99,16
000000527736,BLUSA DUZIZO MALHA 5235 JUV. FEM. LEGADO ZZ,4.99,16
000000535533,CAMISETA ECKO MM E577A JUV LEGADO ZZ,4.99,16
000000543750,CONJUNTO FORFAN MALHA 2177 4A8 FEM LEGADO ZZ,4.99,16
000000545235,CAMISETA DUZIZO MM INF MASC LEGADO ZZ,4.99,16
000000545624,BLUSA TRICNICK VISCOSE 614352 12A18 LEGADO ZZ,4.99,16
000000546669,CAMISETA GANGSTER MALH 86010434 4A8 LEGADO ZZ,4.99,16
000000551779,CONJUNTO KAMYLUS LESE 9844 1A3 FEM LEGADO ZZ,4.99,16
000000555616,MACAQUINHO KAMYLUS MALHA 9861 4A10 LEGADO ZZ,4.99,16
000000556576,SHORT KELY KETY MM 66167 12A18 FEM LEGADO ZZ,4.99,16
000000569750,CALCA PARAD SARJ 5809 4A8 JOG CAMUF,14.99,16
000000537926,CALCA BOB B JEANS 12170 JUV MASC LEGADO ZZ,14.99,16
000000539906,BERMUDA BEMAX JEANS 10A16 MASC LEGADO ZZ,9.99,16
000000549356,BERMUDA BOB B JEANS 17363 4A8 MASC LEGADO ZZ,9.99,16
000000555395,VESTIDO ROVITEX MALHA 614415 12A18 LEGADO ZZ,4.99,16
000000578745,CALCA MAX DENIM LYCRA DIV 1A8 MASC LEGADO ZZ,9.99,16
000000581813,CALCA ECXO SARJA 6009 10A16 JOGGER LEGADO ZZ,14.99,16
000000503358,CALCA VILEJACK SARJA 10A16 PRETA MA,9.99,16
000000586986,CAMISA MX72 CAMBRAIA 20594 4A16 ML,9.99,16
000000470452,CALCA JEZZIAN JEANS RASGADA 10A16,9.99,16
000000535342,CALCA VILEJACK SARJA 4A8 CAQUI,9.99,16
000000573535,CALCA AYLAHT JEANS 10105 4A8 FEM JO,9.99,16
000000581837,CALCA ECXO JEANS 6014 10A16 JOGGER,9.99,16
000000586252,MACAQUINHO ROVITEX VISCO 615098 JUV,9.99,16
000000586276,VESTIDO ROVITEX RIBANA 615086 12A18,9.99,16
000000576499,VESTIDO BEIJINHO VISCOL 9267 10A14,9.99,16
000000435741,BLUSA RALAKIDS COTTON 32250 04A08 LEGADO ZZ,9.99,16
000000503334,CALCA VILEJACK SARJA 4A8 CARAMELO M LEGADO ZZ,9.99,16
000000544979,CALCA AYLAHT JEANS 70149 10A16 FLEA LEGADO ZZ,9.99,16
000000548762,CALCA ECXO SARJA 6095 JUV PRETA LEGADO ZZ,9.99,16
000000570886,CALCA RALAKIDS MOL 2169 1A3 MASC LEGADO ZZ,9.99,16
000000572415,BERMUDA 1BIGO HELANCA 3850 JUV LEGADO ZZ,9.99,16
000000573481,CALCA AYLAHT JEANS 40202 JUV FLEAR LEGADO ZZ,9.99,16
000000465601,CONJUNTO HELLO KITTY MM 87533 10A16,9.99,16
000000503341,CALCA VILEJACK SARJA 4A8 PRETA MASC,9.99,16
000000513029,CALCA VILEJACK SARJA 10A16 MARINHO,9.99,16
000000537773,CALCA BOB B JEANS 14159 4A8 FEM,9.99,16
000000544924,SHORT AYLAHT JEANS DIVERSOS 10A16,9.99,16
000000573405,SHORT AYLAHT SARJA 7079 10A16 CINTO,9.99,16
000000573474,CALCA AYLAHT JEANS 254 4A8 FEM CINT,9.99,16
000000573566,CALCA AYLAHT SARJA 50505 4A8 FEM FL,9.99,16
000000573634,BERMUDA AYLAHT JEANS 5077 JUV MASC,9.99,16
000000575751,CAMISA FBR PIQUE 9125 4A8 POLO,9.99,16
000000583275,BERMUDA ABU JEANS 3321 1A3 MASC,9.99,16
000000412070,CALCA JYF JEANS 10A16 MASC,9.99,16
000000434973,CALCA LA ONDA SARJA 1998 04A08,9.99,16
000000439527,BERMUDA AYLAHT JEANS 114 04A08 MASC,9.99,16
000000440066,CALCA ANEX JEANS 172 04A08 MASC,9.99,16
000000455596,CONJUNTO MARLAN MALHA 22317 01A03 F,9.99,16
000000464154,CALCA KADORY MICRO 995 SOCIAL 12A16,9.99,16
000000465496,VESTIDO HELLO KITTY MOL 87515 01A03,9.99,16
000000475389,CAMISA MX72 CAMUFLADA 17397 JUV MC,9.99,16
000000502153,CAMISA TEODORO TRIC DIV 04A16 ML,9.99,16
000000523394,CALCA ROVITEX VISCO 613456 12A18,9.99,16
000000543361,CONJUNTO LUANITA SARJA 4A12 BL E SH,9.99,16
000000550932,BERMUDA EVALIN SARJA 183 JUV CARGO,9.99,16
000000555388,VESTIDO ROVITEX MALHA 614420 12A18,9.99,16
000000556101,SHORT RHODE JEANS 12 01 10 11 10A16,9.99,16
000000571289,CALCA MAX DENIM LYCRA DIV 1A8 FEM,9.99,16
000000573382,SHORT AYLAHT SARJA 30304 10A16,9.99,16
000000573412,SHORT AYLAHT JEANS 10303 4A8,9.99,16
000000573443,SHORT AYLAHT SARJA 080 4A8,9.99,16
000000573467,SAIA AYLAHT SARJA 9040 4A8,9.99,16
000000573597,BERMUDA AYLAHT JEANS 6088 4A8 MASC,9.99,16
000000574112,VESTIDO KELY KETY MM 26136 4A10,9.99,16
000000574167,VESTIDO KELY KETY MM 43614 4A10,9.99,16
000000574228,CONJUNTO KELY KETY MM 45030 PMG BB,9.99,16
000000576482,VESTIDO BEIJINHO VISCOL 9193 4A8,9.99,16
000000577335,VESTIDO FAKINI MALHA 3061 4A10,9.99,16
000000577410,CONJUNTO FAKINI MALHA 3030 1A3 FEM,9.99,16
000000585859,VESTIDO KELY KETY MM 50637 4A10,9.99,16
000000586023,CONJUNTO KELY KETY MM 51033 PMG MAS,9.99,16
000000586085,CAMISETA TRIC NICK MM 101159 4A10,9.99,16
000000586269,SHORT SAIA ROVITEX MOL 615072 12A18,9.99,16
000000586078,CAMISETA TRIC NICK MM 101185 4A10,9.99,16
